 1983    1.4   -4.7    0.6    8.2   14.7   15.0   17.7   17.8   13.7    7.4    1.3   -2.0
 1984   -1.8   -4.1   -0.7    8.1   13.9   13.6   15.0   16.5   11.7    9.1    0.9   -1.9
 1985  -11.6  -12.4   -1.1    5.2   13.9   14.6   15.6   17.8   10.3    8.3    0.0   -2.0
 1986   -3.4  -11.2    0.2    6.0   13.1   16.4   16.8   15.9    9.3    6.6    3.9   -2.5
 1987  -15.4   -3.9   -5.4    4.2   11.0   14.4   16.2   14.4   10.9    6.7    2.0   -1.3
 1988   -2.4   -2.1   -1.5    4.8   14.0   17.1   18.8   15.8   12.9    5.9   -1.4   -2.6
 1989    1.8    2.5    3.5    7.8   13.0   16.0   17.8   15.9   13.0    8.2    0.4   -1.8
 1990    0.8    3.9    4.9    8.1   11.7   15.3   15.9   16.4   10.3    7.2    3.4   -1.5
 1991   -0.1   -0.7    1.8    6.6   10.4   14.4   18.1   17.7   13.0    7.0    3.1   -0.3
 1992   -1.0   -0.3    2.4    5.1   12.7   17.4   18.9   18.3   12.4    3.5    1.8   -0.4
 1993   -0.2   -0.6   -0.6    7.7   15.8   14.0   15.8   14.7    9.6    6.4   -1.0   -0.1
 1994    0.1   -0.1    0.0    8.1   11.1   13.9   20.6   17.8   13.8    5.6    1.7   -0.4
 1995   -0.8   -0.8    2.0    7.0   11.4   17.1   18.0   17.4   12.2    8.5   -1.2   -0.7
 1996   -1.3   -1.3   -1.0    6.5   12.9   14.5   15.0   18.3    9.6    7.6    4.1   -0.7
 1997   -1.0   -0.4    0.5    3.7   10.9   15.4   17.9   18.5   11.4    5.2    1.4   -0.8
 1998   -0.5    0.3   -0.6    7.9   12.8   16.2   15.7   14.2   11.6    6.2   -0.7   -1.2
 1999   -0.7   -0.7    1.6    8.7   10.1   18.5   19.4   16.2   13.8    6.6    0.6   -1.1
 2000   -1.1    0.4    1.3   10.9   13.1   15.1   16.2   16.1   10.6    9.6    5.4    1.2
 2001   -1.0   -3.0   -0.2    8.1   13.0   14.4   20.9   17.9   12.2    9.0    2.3   -5.5
 2002   -1.5    2.0    3.3    8.2   15.7   16.8   20.6   20.4   12.8    4.8    1.9   -8.1
 2003   -5.0   -5.8    0.6    5.4   13.6   15.4   20.1   17.1   12.7    4.7    3.7    0.6
 2004   -7.4   -2.0    1.6    7.4   11.0   14.2   16.6   17.9   12.7    8.3    1.4    1.3
 2005   -0.3   -5.5   -3.4    7.5   12.1   15.0   19.0   16.7   14.2    8.0    2.8   -1.6
 2006   -7.2   -6.3   -2.7    6.5   12.5   16.5   20.9   17.8   14.6    9.7    4.4    4.0
 2007    1.3   -6.2    5.2    7.1   13.6   17.8   17.1   18.5   12.8    7.6    0.9    0.8
 2008   -0.5    2.1    2.5    8.8   12.3   16.0   18.1   17.9   12.2    8.7    3.3    0.3
 2009   -3.4   -3.4    0.9    8.9   12.7   14.8   18.4   16.9   13.8    5.4    3.9   -2.5
 2010  -10.2   -3.9    0.1    7.4   13.7   16.5   21.9   19.7   12.0    4.7    4.0   -7.8
 2011   -2.9   -7.4    0.1    9.0   12.7   18.1   19.6   17.5   13.6    7.4    3.5    1.9
 2012   -2.9   -9.1    1.9    7.7   13.8   15.3   19.4   17.1   13.3    7.4    4.8   -4.3
 2013   -6.7   -1.0   -3.8    5.5   16.1   18.5   18.6   18.1   12.3    8.7    5.0    1.7
 2014   -5.2    0.1    5.2    9.1   13.4   14.7   20.6   17.7   13.5    7.4    2.8   -0.9
 2015   -0.4    0.0    4.6    7.1   11.5   15.4   17.4   20.2   14.3    6.2    4.9    2.5
 2016   -6.9    1.6    2.1    7.4   15.3   17.2   18.0   16.9   13.5    5.3    1.2    0.4
